State,Company,CIQID,Year,EBITDA,YearRev,Year2Rev,Year3Rev,YearOpExp,Year2OpExp,Year3OpExp,YearCapex,Year2Capex,Year3Capex,YearDiv,Year2Div,Year3Div,YearROE,Year2ROE,Year3ROE,YearDebt_EBITDA,Year2Debt_EBITDA,Year3Debt_EBITDA,YearFFO_Debt,Year2FFO_Debt,Year3FFO_Debt
NC,"Sonic Automotive, Inc.",IQ370122,2009,300.1535,6034.776,8336.933,7972.074,5884.303,8080.692,7739.926,135.594,75.795,96.148,19.106,697.8,598.627,-113.17462,12.51845,11.36445,5.55137,3.74325,3.98191,11.57606,19.78794,17.65673
VA,"Advance Auto Parts, Inc.",IQ24333,2009,937.6315,5142.255,4844.404,4616.503,4543.268,4280.711,4083.708,182.924,209.216,257.765,23.181,505.062,477.173,22.68151,23.19783,23.71732,2.44479,2.62937,2.60658,27.6589,24.29153,24.99611
TX,"CST Brands, Inc.",IQ231688165,2009,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,GameStop Corp.,IQ1342560,2009,1157.624,8805.9,7093.962,5318.9,7985.774,6462.271,4847.593,183.192,175.569,133.93,0,843.311,963.463,19.13839,17.80495,12.70783,2.52915,2.61425,3.49107,32.33839,30.11154,21.83049
MI,BorgWarner Inc.,IQ25708,2009,375,5263.9,5328.6,4585.4,4681.5,4646,3977,356.4,293.9,268.3,63.6,572.6,569.4,-1.64544,13.74955,12.02409,1.92222,1.22558,1.48542,38.01575,57.95149,51.91251
NV,MGM Resorts International,IQ286798,2009,1340.548,7208.767,7691.637,7175.956,5422.154,5473.403,5045.835,595.991,2701.458,1636.655,0,11175.229,12994.869,-17.04595,28.26457,17.95427,7.18686,4.55496,5.45279,6.78338,7.44371,9.19585
GA,"Mohawk Industries, Inc.",IQ31670,2009,641.109,6826.348,7586.018,7905.842,6082.361,6529.475,6791.83,211.405,158.63,158.292,0,2021.395,2207.547,-36.95323,16.78371,13.4593,2.66066,2.25956,2.59558,25.85093,30.06584,22.97663
IL,LKQ Corporation,IQ4303924,2009,326.998,1937.301,1126.825,789.381,1700.322,986.681,700.392,66.8,38.001,36.152,0,641.526,91.962,10.68277,10.53591,11.95951,2.6561,4.18487,1.47312,25.23161,15.69988,46.24919
FL,Royal Caribbean Cruises Ltd.,IQ325643,2009,1262.7415,6532.525,6149.139,5229.584,5180.188,4764.738,3949.493,2179.134,1277.481,1151.16,128.045,5346.547,5040.322,8.46176,9.39231,10.88648,4.96158,4.14462,4.16682,14.6712,17.88121,18.62727
IL,Tenneco Inc.,IQ35259,2009,371.5,5916,6184,4685,5542,5699,4276,227,206,170,13,1328,1357,-557.04698,-1.61031,29.14286,4.7266,3.35331,4.04644,10.73172,14.89766,12.72187
NV,Caesars Entertainment Corporation,IQ298176,2009,2101.3,10127,10825.2,9673.9,7851.2,8137.8,7241.1,1230.7,1359.1,2487,0,12429.6,11638.7,-198.84926,8.23583,8.88825,11.52178,4.77853,5.07004,0.9971,17.22995,11.89695
MO,"O'Reilly Automotive, Inc.",IQ324289,2009,929.8255,3576.553,2522.319,0,3114.825,2138.225,0,339.361,280.101,0,0,75.149,110.17,9.61273,13.12249,0,3.04076,0.91786,0,23.11842,74.00758,0
CA,"Live Nation Entertainment, Inc.",IQ384687,2009,206.5835,4166.838,3755.47,3294.471,4032.521,3642.447,3181.702,186.92,116.849,65.705,-5.2,826.261,607.425,-42.99926,-7.40891,-9.42274,5.95062,5.97923,5.98542,8.78223,6.86394,8.42642
NY,PVH Corp.,IQ296568,2009,408.6465,2491.935,2425.175,2090.648,2162.874,2068.363,1797.654,88.141,94.749,46.161,7.76,399.538,399.525,9.38796,19.31259,18.16709,1.81483,1.54321,1.58132,35.40091,40.50697,47.12409
CA,"Netflix, Inc.",IQ32012,2009,254.977,1364.661,1205.34,996.66,1217.028,1105.544,919.591,43.79,44.256,27.333,0,0,0,21.37182,15.78346,15.25115,0,0,0,NM,NM,NM
NY,"The Interpublic Group of Companies, Inc.",IQ108616,2009,938.15,6962.7,6554.2,6190.8,6199.7,6032.7,5884,138.4,147.6,127.8,14.6,2044.1,2248.6,14.23173,8.6881,-6.84754,2.67323,3.42242,4.60804,25.4595,18.23632,10.89363
NY,"Foot Locker, Inc.",IQ315394,2009,717.6,5237,5437,5750,4956,5193,5177,146,148,165,93,220,275,-3.76639,2.1463,11.42989,2.68075,2.90772,1.98616,28.63682,25.86387,36.00212
MI,Federal-Mogul Holdings Corporation,IQ271077,2009,519.75,6865.6,6913.9,6326.4,6242.2,6203.8,5740.5,319.8,309.5,237.4,0,2517.6,4080.2,-30.4345,812.13341,25.9435,4.97071,4.14972,1.62579,13.39003,13.16576,30.2158
AZ,"PetSmart, Inc.",IQ32919,2009,900.2405,5065.293,4672.656,4233.857,4470.385,4125.163,3751.7,236.588,292.037,239.313,15.265,0,0,18.08486,26.03121,19.06312,2.73588,2.70368,2.56413,25.791,22.60776,25.33584
GA,"PulteGroup, Inc.",IQ294550,2009,88.994,6263.054,9256.499,14269.844,7916.765,11566.111,12308.518,18.878,70.116,98.629,41.119,3478.23,3537.947,-41.17204,-41.74179,11.00379,20.31119,13.92149,1.79363,7.9216,8.24597,32.33685
NY,Ralph Lauren Corporation,IQ362220,2009,1157.15,5018.9,4880.1,4295.4,4160.5,4024.5,3490.5,185,217.1,184,19.9,398.8,0,15.84452,17.77082,18.28715,0.93322,1.19363,0.92803,78.08449,61.16647,63.63358
FL,"Darden Restaurants, Inc.",IQ336160,2009,1111.05,7217.5,6626.5,5567.1,6285.4,5775.7,4803.8,526,424.3,342.3,110.2,491.6,494.7,24.66253,29.5175,32.44848,2.21967,2.38831,1.17625,36.65921,31.8389,58.65007
CT,"Harman International Industries, Incorporated",IQ29279,2009,118.047,4112.503,3551.144,3247.897,3765.668,3030.524,2711.207,138.934,174.794,130.548,3.056,57.661,179.466,7.60694,23.06682,22.30516,1.15922,0.38764,0.30765,75.80745,200.05722,240.60057
WA,"Expedia, Inc.",IQ25915843,2009,913.8925,2937.013,2665.332,2237.586,2223.73,1999.168,1670.074,159.827,86.658,92.631,0,1085,500,-70.46168,5.51863,4.20919,1.44548,1.06875,0,46.11389,65.50126,NM
NY,Cablevision Systems Corporation,IQ25933,2009,2724.65,7230.116,6484.481,5927.462,4982.743,4449.792,4188.157,909.101,781.306,886.297,64.854,10725.29,11710.088,4.33284,-0.45342,3.3973,5.29795,5.21642,6.10005,12.21003,10.70638,8.40696
AR,"Dillard's, Inc.",IQ266847,2009,462.4225,6970.44,7339.206,0,6814.682,6911.93,0,186.979,390.037,0,11.898,956.611,1058.946,-10.11767,2.10784,0,6.50939,3.27928,0,13.49082,22.32582,0
GA,"Asbury Automotive Group, Inc.",IQ25109,2009,141.95,4619.5,5712.967,5748.331,4507.2,5552.262,5584.421,68.2,56.934,44.676,21.5,473.9,451.319,-80.08179,9.07749,11.58228,5.36675,4.03681,4.02519,9.16661,15.43396,14.01252
MD,"Discovery Communications, Inc.",IQ22666093,2009,1471,3443,0,0,2139,0,0,102,0,0,0,0,0,4.95121,0,0,3.15696,0,0,20.64302,0,0
TX,"iHeartMedia, Inc.",IQ92768,2009,2276.4215,6688.683,6921.202,6567.79,4961.635,4676.447,4437.72,430.455,363.309,336.739,93.367,5214.988,7326.7,-147.01308,9.17649,7.57421,8.53031,3.31104,3.67846,6.96841,21.22106,18.61382
NC,Hanesbrands Inc.,IQ4212820,2009,0,0,0,0,0,0,0,0,0,0,0,2331.84,2486.743,0,0,0,0,0,0,0,0,0
OH,Dana Incorporated,IQ174336,2009,319.5,0,0,0,0,0,0,0,0,0,0,1640,2345,0,0,0,0,0,0,0,0,0
CA,"Mattel, Inc.",IQ31197,2009,1092.55331,5918.002,5970.09,5650.156,5152.115,5005.932,4729.788,198.808,146.633,133.441,268.854,550,635.714,17.16305,25.31768,26.15062,1.78752,1.47233,1.57339,41.08535,57.8269,51.51282
VA,"NVR, Inc.",IQ182505,2009,368.397,3693.039,5129.342,6134.124,3342.663,4324.248,4984.614,6.899,10.545,23.431,0,200,200,8.06116,29.27569,64.22485,0,0,0,NM,NM,NM
NJ,"Burlington Stores, Inc.",IQ242224249,2009,401.8435,3571.367,3423.973,0,3315.014,3186.193,0,129.957,95.615,0,3,0,0,-83.55325,-13.91205,0,5.50708,5.92924,0,11.8573,7.47244,0
WI,"Harley-Davidson, Inc.",IQ277444,2009,834.976,5578.384,0,0,4675.462,0,0,224.623,0,0,302.314,980,0,30.47075,0,0,0.67342,0,0,102.19423,0,0
OH,"Big Lots, Inc.",IQ26949,2009,609.1055,4645.283,4656.302,4743.048,4311.736,4341.41,4466.855,88.735,60.36,35.778,0,0,5.5,21.90541,17.09998,10.19893,1.12689,1.3343,0.80594,67.6189,56.1682,94.24962
PA,"Toll Brothers, Inc.",IQ308806,2009,76.71,3148.166,4635.093,6123.453,3549.699,4633.633,5097.862,-108.182,14.975,41.74,0,2189.12,2228.101,-8.80458,1.02694,22.24171,2.60745,3.03075,1.79988,34.67239,18.13493,34.20286
NJ,Wyndham Worldwide Corporation,IQ31063165,2009,730.525,3855,4360,3842,3436,3514,3050,168,171,175,28,3195,2607,-36.66781,11.39223,8.19367,2.94581,4.23706,3.61328,23.29544,18.58681,22.8776
NC,"American Tire Distributors, Inc.",IQ22353812,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"The Michaels Companies, Inc.",IQ253239221,2009,851.5,3817,3862,3843,3377,3329,3276.3,85,100,143,0,0,0,0.17304,0.76296,-5.54305,8.51175,8.15119,7.93616,3.6642,3.53802,8.15682
WI,"Spectrum Brands, Inc.",IQ182851961,2009,335.8525,2688.01,2564.687,2462.246,2407.63,2289.46,2187.989,21.628,24.314,59.924,0,0,0,164.49968,-319.5652,-66.13583,8.74382,8.39596,7.83968,1.85156,1.34095,4.1843
TX,"Neiman Marcus Group, Inc.",IQ291286,2009,340.796,4666.263,0,0,3980.415,0,0,180.416,0,0,0,2945.906,3195.711,8.83052,0,0,4.79684,0,0,9.51885,0,0
NY,Sirius XM Radio Inc.,IQ248607529,2009,684.553,1663.992,922.066,637.235,1720.365,1328.376,1588.293,109.679,56.35,95.622,0,0,0,1355.04173,95.65886,3447.1616,56.25014,-3.31082,-1.61516,-3.23131,-36.23424,-66.62779
FL,NCL Corporation Ltd.,IQ234093043,2009,356.2475,2106.401,2176.894,1979.941,1877.608,1984.112,1820.264,159.007,564.037,809.403,0,0,0,-15.2085,-16.87078,-8.99608,10.70519,15.66087,14.83804,3.22433,0.24403,0.54261
MD,"Under Armour, Inc.",IQ8740684,2009,0,0,0,0,0,0,0,0,0,0,0,9.298,1.893,0,0,0,0,0,0,0,0,0
CA,Levi Strauss & Co.,IQ30773,2009,605.3135,4400.914,4360.929,4192.947,3789.611,3637.916,3502.89,79.782,91.468,76.556,51.067,1879.192,2206.323,-61.7325,-66.43362,-21.58844,3.50748,3.45675,3.6948,17.66676,16.56419,13.37056
NY,"Coach, Inc.",IQ526573,2009,1282.585,0,0,0,0,0,0,0,0,0,0,2.865,3.1,0,0,0,0,0,0,0,0,0
RI,"Hasbro, Inc.",IQ277746,2009,836.9085,4021.52,3837.557,3151.481,3361.086,3141.287,2618.111,117.143,91.532,82.103,107.065,709.723,494.917,22.10227,22.78516,14.10789,1.54468,1.59967,1.57493,51.02418,53.92427,51.98017
IL,Brunswick Corporation,IQ171649,2009,-219.5,4708.7,5671.2,5665,4578.8,5317.5,5137.6,100.8,207.7,205.1,4.4,727.4,725.7,-60.09608,4.22876,13.6706,6.67428,2.45081,1.72767,24.49902,25.23406,51.46309
FL,"Bloomin' Brands, Inc.",IQ128530849,2009,306.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"CalAtlantic Group, Inc.",IQ188653,2009,127.3955,1549.203,2905.51,3765.336,2545.049,3484.326,3056.903,0,5.477,11.207,0,1670.208,1940.475,-175.53715,-50.38725,8.33976,19.50945,4.2253,1.78245,-10.76126,25.89244,29.98326
NC,Belk Inc.,IQ160197,2009,462.276,3499.423,3824.803,0,3244.266,3470.134,3225.019,127.582,200.768,0,19.846,729.748,574.094,-17.59494,6.89409,NM,3.61327,2.81004,0,22.40557,29.16372,NM
NV,"Wynn Resorts, Limited",IQ3449701,2009,711.201,2987.324,2687.519,1432.257,2307.016,1971.994,1095.391,1245.782,962.77,613.86,0,3533.339,2380.537,11.87376,14.36652,39.19164,5.71452,4.38246,6.21319,11.64945,18.48934,6.2891
NY,Tiffany & Co.,IQ35576,2009,741.4305,2859.997,2938.771,2648.321,2283.985,2308.613,2108.186,154.409,185.608,182.393,82.258,406.383,426.548,13.64165,19.25008,13.96812,1.8959,1.45266,1.57988,40.00746,34.28411,42.93302
MI,"American Axle & Manufacturing Holdings, Inc.",IQ24704,2009,91.8,2109.2,3248.2,3191.7,2049.4,2854.8,2933.8,141.4,180.1,279.4,18.3,849.2,672.2,-538.15385,4.3417,-24.60603,18.14344,2.68869,3.09446,-1.74023,29.42634,23.1485
TX,"Sally Beauty Holdings, Inc.",IQ30177530,2009,477.22,2648.191,2513.772,0,2316.743,2242.582,0,45.576,53.345,0,0,1758.594,0.621,-10.54989,-5.79542,0,4.77983,5.13385,0,10.45715,9.74624,0
MO,"Leggett & Platt, Incorporated",IQ30760,2009,436.1,4076.1,4306.4,5505.4,3709.8,3793.7,4847.8,117.3,147.8,164.7,165.1,1000.6,1060,6.49286,2.27486,13.05624,2.10176,1.82379,1.54957,35.80724,41.39475,51.44837
NY,"Nine West Holdings, Inc.",IQ315884,2009,424.1,3616.4,3848.5,4087,3427.3,3620.8,3675.5,71.2,110.7,108.8,47.4,749.4,749.3,-48.21013,2.18135,-7.17507,3.48927,3.00584,2.86283,21.45463,34.34057,24.37252
MI,Cooper-Standard Holdings Inc.,IQ4235187,2009,190.7425,2594.577,2511.153,2164.262,2382.663,2229.474,1924.358,92.125,107.255,82.874,0,1088.162,1038.047,-85.60876,-51.24774,-2.6606,5.98271,4.42739,4.8792,7.73264,12.2339,10.36161
OH,Abercrombie & Fitch Co.,IQ353867,2009,654.156,3484.058,3699.656,0,2760.462,2737.03,0,367.602,403.345,0,60.769,0,0,17.79323,33.0153,0,2.31442,1.57544,0,29.72174,42.85667,0
TN,"Scripps Networks Interactive, Inc.",IQ6469353,2009,604.264,1590.637,1441.265,1323.469,940.07,849.109,784.776,77.436,73.093,40.417,107.211,503.361,764.956,2.1863,-11.85775,19.71865,0.2759,1.16579,1.6741,258.48731,63.33905,40.06356
TX,"Brinker International, Inc.",IQ260858,2009,499.042,4235.223,4376.904,4151.291,3769.374,3852.413,3651.748,266.713,424.532,349.607,42.914,826.918,500.515,7.38792,24.46131,19.66349,2.49639,2.09942,1.74246,29.00789,34.01813,40.93837
NY,Warner Music Group Corp.,IQ734078,2009,442.5,3491,3383,3516,3019,2914,3011,32,29,30,42,2256,2239,57.37705,-72.72727,81.63265,4.76772,4.62621,4.62823,10.65899,10.65348,11.3072
TN,Regal Entertainment Group,IQ33710,2009,915.9,2771.9,2661.2,2598.1,2229.4,2134,2070,131.7,114.4,124.7,184.2,1718.2,1735.3,-40.21076,-513.07421,2241.55844,5.14078,4.75904,5.16137,11.28973,7.7845,10.71534
GA,"Carter's, Inc.",IQ3004786,2009,307.7125,1528.205,1434.764,1372.631,1350.115,1258.903,1180.94,34.947,21.876,30.848,0,338.026,342.405,19.98079,-17.59161,19.77475,1.7599,2.15464,2.02781,38.83754,28.68768,31.01261
KY,"Tempur Sealy International, Inc.",IQ3289679,2009,189.8895,927.818,1106.722,945.045,761.198,829.194,710.912,10.494,16.149,29.332,17.933,601.756,341.635,97.64059,108.19623,51.09296,2.35,2.06588,1.51511,25.33852,29.60685,38.96916
KS,"AMC Entertainment Holdings, Inc.",IQ34874958,2009,745.289,2265.487,2504.327,2461.571,1953.856,2078.034,2065.978,104.289,150.562,138.739,0,1843.859,2428.996,-13.8663,2.18118,10.35971,7.47351,6.64078,6.55125,5.64951,7.49552,6.42094
NY,Time Inc.,IQ639301,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"Fossil Group, Inc.",IQ317037,2009,325.8035,1583.242,0,0,1330.03,0,0,87.598,0,0,6.66,3.452,0,17.54943,0,0,0.77113,0,0,109.76115,0,0
TX,"Rent-A-Center, Inc.",IQ33765,2009,536.2665,2884.172,2906.121,2433.908,2520.574,2513.908,2077.44,61.931,101.961,84.409,0,1259.335,1293.278,13.78123,8.07047,11.67261,2.54825,2.81634,3.22291,32.62474,26.82146,22.32849
PA,"Penn National Gaming, Inc.",IQ335919,2009,573.9655,2423.053,0,0,1853.006,0,0,331.094,0,0,0,2881.47,2789.39,-9.64831,0,0,5.65567,0,0,6.72601,0,0
TX,Service Corporation International,IQ302617,2009,475.5785,2155.622,2285.303,1747.295,1685.92,1786.028,1393.843,154.101,157.011,99.527,41.501,1820.106,1912.696,6.99719,15.7647,3.30504,3.84917,3.48339,5.39069,21.12862,14.52523,13.27256
AZ,Meritage Homes Corporation,IQ178296,2009,44.418,1527.494,2352.739,3471.763,1529.004,2315.226,2964.161,9.693,13.349,25.85,0,710.802,733.276,-46.43581,-33.25868,24.25983,9.64695,6.80826,1.28477,24.66422,13.56136,39.23896
NY,Univision Communications Inc.,IQ352350,2009,795.75,2032.4,2072.845,2025.587,1322.9,1324.466,1256.309,65.2,69.671,80.245,0,9887.2,922.169,-481.41547,-2.80872,6.55244,14.48736,12.1879,1.67258,-0.04068,2.40864,39.9482
TX,"Cinemark Holdings, Inc.",IQ32389646,2009,625.5465,1742.287,1682.841,1220.594,1383.175,1316.109,957.573,105.839,146.304,106.995,77.534,1514.579,1897.394,-5.2801,10.40934,0.31689,4.91126,5.09211,7.97531,11.32458,6.28586,6.19143
TN,Genesco Inc.,IQ274846,2009,293.2075,1551.562,1502.119,1460.478,1438.188,1402.142,1298.022,49.42,80.662,73.287,0.198,109.25,106.25,36.815,2.03044,18.35908,3.26852,3.61199,2.7843,13.90741,16.59072,23.20894
OH,Cooper Tire & Rubber Company,IQ263686,2009,385.969,2881.811,2932.575,2676.242,2847.943,2657.736,2533.043,127.09,137.989,186.511,24.773,459.528,508.133,-40.39812,12.76863,-10.88133,16.15077,2.72154,5.96406,1.07176,27.57117,9.54219
MD,"Marriott International, Inc.",IQ31148,2009,1125.9,4045,4415,3920,11849,11605,10720,302,622,497,115,2790,1818,25.16649,34.16667,24.21357,3.26684,2.62626,2.05182,33.52108,41.18729,55.12477
NV,Scientific Games Corporation,IQ25304,2009,296.788,1118.829,1046.704,897.23,864.854,780.502,665.674,229.918,222.229,191.79,0,1072.625,913.253,1.37164,10.99258,14.59399,4.06241,3.71113,3.75449,17.52045,18.58413,18.54772
NJ,"Hovnanian Enterprises, Inc.",IQ279534,2009,-106.4675,3308.111,0,0,3497.794,0,0,5.238,0,0,0,2193.709,2099.55,-162.81075,0,0,1382.71228,0,0,-1.69973,0,0
PA,"The Bon-Ton Stores, Inc.",IQ321590,2009,318.168,3225.415,3467.659,0,3068.485,3215.884,0,84.4,109.402,0,2.6,1120.169,42.491,-68.34956,3.25939,0,6.47438,4.70004,0,9.86466,12.31801,0
NY,AMC Networks Inc.,IQ679630,2009,358.936,893.557,0,0,664.311,0,0,23.577,0,0,0,0,0,NM,0,0,0,0,0,NM,0,0
CT,Starwood Hotels & Resorts Worldwide Inc.,IQ341584,2009,787.5,3629,4058,4394,2648,2948,3229,466,374,366,172,3590,1827,13.29418,20.72055,26.96819,4.29905,3.47181,2.70099,16.29207,16.61777,23.48165
TN,"The ServiceMaster Company, LLC",IQ302707,2009,616.108,3311.432,3356.748,3332.703,2811.871,2906.356,2931.599,88.05,42.119,51.593,0,4093.804,685.81,-10.00643,-0.88807,17.288,7.91536,8.26444,1.86424,4.5853,6.62209,40.0297
PA,"GNC Holdings, Inc.",IQ30009227,2009,355.9355,1656.729,1552.816,1487.116,1443.762,1403.34,1349.435,48.666,34.544,23.846,0,0,0,8.68981,-7.0202,14.29239,4.81505,5.70197,2.81138,13.6605,9.79082,23.78273
MD,"Sinclair Broadcast Group, Inc.",IQ526950,2009,203.9905,754.474,718.1,706.222,519.128,498.188,469.128,25.347,23.386,17.066,66.683,1297.56,1311.373,-291.46098,7.86071,18.78586,5.74518,5.97638,5.89265,11.21681,11.31154,9.73897
MO,"Caleres, Inc.",IQ256893,2009,245.57,2276.362,2359.909,0,2194.846,2194,0,60.217,41.462,0,11.855,150,150,-27.97117,11.16721,0,3.7949,2.40621,0,20.70046,32.41463,0
IL,Hyatt Hotels Corporation,IQ13103664,2009,378.3,2512,2457,2264,1899,1858,1717,258,377,326,0,1288,0,3.17236,7.36096,8.85362,2.09767,2.23667,1.27296,30.46776,20.50989,71.77647
MI,"Wolverine World Wide, Inc.",IQ315210,2009,139.862,1220.568,1198.972,0,1059.034,1037.401,0,24.126,17.879,0,20.758,0,10.741,21.08967,19.4006,0,0.65155,0.35518,0,110.26519,185.29406,0
VA,Graham Holdings Company,IQ91675,2009,734.819,4461.58,4180.406,3904.927,3748.602,3456.88,3208.921,288.423,290.007,284.022,82.161,400.519,401.571,2.0503,8.6896,11.33345,0.7926,1.00361,0.77696,109.36721,78.72121,91.12539
NY,"J. Crew Group, Inc.",IQ30345,2009,371.228,1427.97,1334.723,0,1284.49,1128.104,0,77.526,80.618,0,0,200,319.862,29.63115,133.0323,0,1.90727,1.31743,0,39.46401,51.59756,0
UT,Vista Outdoor Inc.,IQ262788142,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,Party City Holdings Inc.,IQ24064917,2009,307.363,1559.661,1247.404,1015.088,1374.739,1103.554,911.764,53.001,27.445,40.376,0,0,0,9.67095,4.94791,1.84841,3.66019,4.71194,4.70183,17.35628,12.79477,11.21014
NY,"G-III Apparel Group, Ltd.",IQ274166,2009,0,0,0,0,0,0,0,0,0,0,0,13.143,21.75,0,0,0,0,0,0,0,0,0
NV,"Pinnacle Entertainment, Inc.",IQ278271,2009,175.565,1044.684,921.814,911.46,894.28,759.517,715.24,280.9,502.744,180.783,0,841.214,773.158,-41.32332,0.00504,11.28335,6.09818,4.98379,3.87268,8.70385,12.61877,18.11089
FL,Tupperware Brands Corporation,IQ347586,2009,389.85,2161.8,1981.4,1743.7,1864.5,1715.3,1523.6,54.4,50.3,52.1,54.4,599,680.5,32.38688,25.32496,25.59783,1.88447,2.19479,2.86307,33.64103,20.75681,19.71888
CA,"Guitar Center Holdings, Inc.",IQ137473586,2009,229.5705,2225.642,0,0,2047.666,0,0,39.389,0,0,0,0,0,-43.16534,0,0,7.18133,0,0,4.76187,0,0
NV,Boyd Gaming Corporation,IQ327880,2009,340.017,1780.967,1997.119,2192.634,1415.969,1525.144,1656.18,629.733,278.834,428.983,26.33,2265.929,2133.016,-17.63633,9.69063,14.61515,7.04993,4.77697,4.02384,8.01194,11.7793,14.28997
CO,"M.D.C. Holdings, Inc.",IQ181003,2009,28.984,1475.578,2922.979,4793.569,1550.388,2893.866,4288.193,-39.338,-30.767,10.221,46.391,997.091,996.682,-29.76574,-35.01695,10.41582,0,1.05207,1.18327,NM,98.94522,42.63481
MI,"Tower International, Inc.",IQ35650,2009,0,0,0,0,0,0,0,0,0,0,0,0,973.299,0,0,0,0,0,0,0,0,0
MI,Visteon Corporation,IQ245507,2009,0,0,0,0,0,0,0,0,0,0,0,2745,2128,0,0,0,0,0,0,0,0,0
GA,"Beazer Homes USA, Inc.",IQ332730,2009,-30.9905,2074.298,3490.819,5356.504,2231.434,3398.507,4690.44,10.566,29.474,55.088,0,1857.249,1860.858,-112.00555,-26.91864,22.80175,-108.44579,7.09302,2.19204,0.84287,8.965,38.3154
OH,American Greetings Corp.,IQ250037,2009,276.6015,1690.738,1776.451,1794.095,1584.003,1594.148,1656.406,55.733,56.623,41.716,22.566,223.915,300.516,-30.93291,8.51949,3.87575,4.00728,1.75282,2.08045,23.20824,39.29651,29.54663
VA,TEGNA Inc.,IQ20571,2009,1171.798,6767.65,7439.46,8033.354,5290.689,5434.173,5758.347,164.542,171.362,198.78,366.748,4098.338,5210.021,-131.98725,11.2139,14.55268,3.26721,2.24126,2.43435,22.9038,28.78557,26.75105
IL,"tronc, Inc.",IQ171136214,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,"M/I Homes, Inc.",IQ328190,2009,-1.7935,607.659,1016.46,1274.145,809.387,1144,1206.301,3.947,4.461,4.806,5.935,320.615,615.6,-69.35585,-18.11007,4.844,-9.66779,7.59775,4.01803,-4.349,12.32018,11.04941
OH,The Wendy's Company,IQ23557,2009,598.3855,1822.761,1263.717,0,1664.905,1125.271,0,106.989,0,0,30.538,711.531,701.916,-20.22237,NM,0,6.91526,0,0,8.45249,NM,0
LA,Lamar Media Corp.,IQ3097546,2009,604.2,1198.419,1209.555,1120.091,695.281,678.787,639.498,198.07,220.534,223.35,0.365,2694.028,1981.82,0.20064,3.7134,2.59439,5.68323,5.05729,4.45691,11.75573,12.7555,15.57194
VA,"Media General, Inc.",IQ336277,2009,119.063,800.034,898.776,983.189,687.497,737.794,770.614,31.317,76.742,92.896,18.51,824.25828,828.33753,-116.67013,1.00748,7.05833,6.86383,5.48823,4.55346,10.14206,12.57707,13.71194
MN,"Life Time Fitness, Inc.",IQ136442,2009,248.942,769.621,0,0,548.335,0,0,454.237,0,0,0,555.037,374.327,NM,0,0,0,0,0,NM,0,0
MA,Houghton Mifflin Harcourt Company,IQ214727961,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Station Casinos LLC,IQ326838,2009,0,0,0,0,0,0,0,0,0,0,0,5268.539,3468.487,0,0,0,0,0,0,0,0,0
NY,MDC Partners Inc.,IQ379819,2009,78.495,583.271,533.883,403.086,528.433,481.531,355.618,14.384,19.453,22.35,11.649,162.958,44.367,8.07704,-14.41032,-5.99859,4.3378,6.26885,5.31779,16.39358,11.04988,12.9452
TX,"Conn's, Inc.",IQ7620997,2009,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0
CT,Mohegan Tribal Gaming Authority,IQ3073720,2009,240.44075,0,0,0,0,0,0,0,0,0,0,1276.109,1225.804,0,0,0,0,0,0,0,0,0
FL,Claire's Stores Inc.,IQ261596,2009,408.3535,1412.96,1510.831,0,1238.584,1240.657,0,59.405,86.472,0,0,0,0,-234.30738,-5.93738,0,9.20603,7.01585,0,3.18533,7.39885,0
KY,Churchill Downs Incorporated,IQ260619,2009,74.1625,0,0,0,0,0,0,0,0,0,0,81.803,13.393,0,0,0,0,0,0,0,0,0
TX,Six Flags Entertainment Corporation,IQ435998,2009,203.5735,1021.298,972.78,945.665,720.047,757.617,736.238,99.213,115.642,122.586,-16.759,2524.696,2411.385,40.08653,-430.78692,-42.77955,9.67863,13.25713,13.67261,3.12549,-0.57735,-0.77379
NC,"Extended Stay America, Inc.",IQ347306,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Marriott Vacations Worldwide Corporation,IQ127149531,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,"Cedar Fair, L.P.",IQ96760,2009,306.595,996.232,986.973,831.389,641.058,650.681,521.19,81.858,77.055,58.3,105.078,1735.461,1759.713,2.91213,-1.29106,20.70832,4.83764,5.20054,5.58162,12.61367,11.6958,11.74897
NY,New Media Investment Group Inc.,IQ30795,2009,92.9475,683.099,579.46,306.191,572.375,467.557,244.834,9.704,8.602,8.396,34.731,1250.101,558,-588.57321,-50.4923,-0.70511,10.36142,10.23553,8.87166,2.23078,3.29137,4.78316
